,words,pos,dep,stop,likenum,nounchunk,cem,label
762,then,0,advmod,1,0,0,0,0
763,transferred,4,ROOT,0,0,0,0,0
764,to,0,prep,1,0,0,0,0
765,a,0,det,1,0,0,0,0
766,glovebox,1,pobj,0,0,0,0,0
767,for,0,prep,1,0,0,0,0
768,the,0,det,1,0,0,0,0
769,ligand,1,compound,0,0,0,0,0
770,exchange,1,pobj,0,0,0,0,0
772,"
",0,,0,0,0,0,0
773,Synthesis,2,ROOT,0,0,0,0,0
774,of,0,prep,1,0,0,0,0
775,PEI,2,compound,0,0,0,0,0
776,-,0,punct,0,0,0,0,0
777,PTMC,2,pobj,0,0,0,0,0
779,PTMC20k,1,meta,0,0,0,0,0
780,-,0,punct,0,0,0,0,0
781,COOH,2,nsubjpass,0,0,0,0,0
783,4.0,0,nummod,0,1,0,0,0
784,g,1,appos,0,0,0,0,0
786,0.2,0,nummod,0,1,0,0,0
787,mmol,1,appos,0,0,0,0,0
789,and,0,cc,1,0,0,0,0
790,DCC,2,conj,0,0,0,0,0
792,4.1,0,nummod,0,1,0,0,0
793,g,1,appos,0,0,0,0,0
795,20,0,nummod,0,1,0,0,0
796,mmol,1,appos,0,0,0,0,0
798,were,4,auxpass,1,0,0,0,0
799,dissolved,4,ROOT,0,0,0,0,0
800,in,0,prep,1,0,0,0,0
801,10,0,nummod,0,1,0,0,0
802,mL,1,pobj,0,0,0,0,0
803,of,0,prep,1,0,0,0,0
804,dried,4,amod,0,0,0,0,0
805,DMF,2,pobj,0,0,0,0,0
806,and,0,cc,1,0,0,0,0
807,stirred,4,conj,0,0,0,0,0
808,at,0,prep,1,0,0,0,0
809,room,1,compound,0,0,0,0,0
810,temperature,1,pobj,0,0,0,0,0
811,for,0,prep,1,0,0,0,0
812,2,0,nummod,0,1,0,0,0
813,h.,1,pobj,0,0,0,0,0
814,Then,0,advmod,0,0,0,0,0
815,PEI25,2,compound,0,0,0,0,0
816,K,2,nsubjpass,0,0,0,0,0
818,5.0,0,nummod,0,1,0,0,0
819,g,1,appos,0,0,0,0,0
821,0.2,0,nummod,0,1,0,0,0
822,mmol,1,appos,0,0,0,0,0
824,and,0,cc,1,0,0,0,0
825,DMAP,2,conj,0,0,0,0,0
827,0.27,0,nummod,0,1,0,0,0
828,g,1,appos,0,0,0,0,0
830,2,0,nummod,0,1,0,0,0
831,mmol,1,appos,0,0,0,0,0
833,were,4,auxpass,1,0,0,0,0
834,added,4,ROOT,0,0,0,0,0
835,to,0,prep,1,0,0,0,0
836,the,0,det,1,0,0,0,0
837,above,3,amod,1,0,0,0,0
838,solution,1,pobj,0,0,0,0,0
840,The,0,det,0,0,0,0,0
841,solution,1,nsubjpass,0,0,0,0,0
842,was,4,auxpass,1,0,0,0,0
843,kept,4,ROOT,0,0,0,0,0
844,stirring,4,xcomp,0,0,0,0,0
845,at,0,prep,1,0,0,0,0
846,room,1,compound,0,0,0,0,0
847,temperature,1,pobj,0,0,0,0,0
848,for,0,prep,1,0,0,0,0
849,24,0,nummod,0,1,0,0,0
850,h.,1,pobj,0,0,0,0,0
851,The,0,det,0,0,0,0,0
852,resulting,4,amod,0,0,0,0,0
853,mixture,1,nsubjpass,0,0,0,0,0
854,was,4,auxpass,1,0,0,0,0
855,ﬁltered,4,ROOT,0,0,0,0,0
857,and,0,cc,1,0,0,0,0
858,the,0,det,1,0,0,0,0
859,ﬁltrate,1,nsubjpass,0,0,0,0,0
860,was,4,auxpass,1,0,0,0,0
861,dialyzed,4,conj,0,0,0,0,0
863,MWCO,2,nsubj,0,0,0,0,0
864,=,0,punct,0,0,0,0,0
865,30000,0,nummod,0,1,0,0,0
866,Da,2,appos,0,0,0,0,0
868,against,0,prep,1,0,0,0,0
869,distilled,4,amod,0,0,0,0,0
870,water,1,pobj,0,0,0,0,0
871,for,0,prep,1,0,0,0,0
872,48,0,nummod,0,1,0,0,0
873,h,0,pobj,0,0,0,0,0
874,then,0,advmod,1,0,0,0,0
875,lyophilized,4,parataxis,0,0,0,0,0
876,to,0,aux,1,0,0,0,0
877,obtain,4,xcomp,0,0,0,0,0
878,PEI,2,compound,0,0,0,0,0
879,-,0,punct,0,0,0,0,0
880,PTMC,2,dobj,0,0,0,0,0
882,"
",0,,0,0,0,0,0
883,Synthesis,2,ROOT,0,0,0,0,0
884,of,0,prep,1,0,0,0,0
885,PEG,2,nmod,0,0,0,0,0
886,-,0,punct,0,0,0,0,0
887,DA,2,pobj,0,0,0,0,0
889,mPEG2k,2,nsubjpass,0,0,0,0,0
890,-,0,punct,0,0,0,0,0
891,NH2,2,appos,0,0,0,0,0
893,400,0,nummod,0,1,0,0,0
894,mg,1,appos,0,0,0,0,0
896,0.2,0,nummod,0,1,0,0,0
897,mmol,1,appos,0,0,0,0,0
899,and,0,cc,1,0,0,0,0
900,DA,2,conj,0,0,0,0,0
902,276,0,nummod,0,1,0,0,0
903,mg,1,appos,0,0,0,0,0
905,2,0,nummod,0,1,0,0,0
906,mmol,1,appos,0,0,0,0,0
908,in,0,prep,1,0,0,0,0
909,20,0,nummod,0,1,0,0,0
910,mL,1,pobj,0,0,0,0,0
911,of,0,prep,1,0,0,0,0
912,PBS,2,pobj,0,0,0,0,0
914,pH,2,compound,0,0,0,0,0
915,8.0,0,appos,0,1,0,0,0
917,was,4,auxpass,1,0,0,0,0
918,stirred,4,ROOT,0,0,0,0,0
919,at,0,prep,1,0,0,0,0
920,room,1,compound,0,0,0,0,0
921,temperature,1,pobj,0,0,0,0,0
922,for,0,prep,1,0,0,0,0
923,24,0,nummod,0,1,0,0,0
924,h.,1,pobj,0,0,0,0,0
925,Then,0,advmod,0,0,0,0,0
926,the,0,det,1,0,0,0,0
927,solution,1,nsubjpass,0,0,0,0,0
928,was,4,auxpass,1,0,0,0,0
929,dialyzed,4,ROOT,0,0,0,0,0
931,MWCO,2,nmod,0,0,0,0,0
932,=,0,punct,0,0,0,0,0
933,1000,0,nummod,0,1,0,0,0
934,Da,2,parataxis,0,0,0,0,0
936,against,0,prep,1,0,0,0,0
937,distilled,3,amod,0,0,0,0,0
938,water,1,pobj,0,0,0,0,0
939,at,0,prep,1,0,0,0,0
940,neutral,3,amod,0,0,0,0,0
941,pH,2,pobj,0,0,0,0,0
942,for,0,prep,1,0,0,0,0
943,24,0,nummod,0,1,0,0,0
944,h,1,pobj,0,0,0,0,0
945,and,0,cc,1,0,0,0,0
946,lyophilized,4,conj,0,0,0,0,0
947,to,0,aux,1,0,0,0,0
948,obtain,4,xcomp,0,0,0,0,0
949,PEG,2,compound,0,0,0,0,0
950,-,0,punct,0,0,0,0,0
951,DA,2,dobj,0,0,0,0,0
953,"
",0,,0,0,0,0,0
954,Synthesis,2,nsubjpass,0,0,0,0,0
955,of,0,prep,1,0,0,0,0
956,LiMgxCuyCo1−x−yO2,2,pobj,0,0,0,0,0
958,was,4,auxpass,1,0,0,0,0
959,carried,4,ROOT,0,0,0,0,0
960,out,0,prt,1,0,0,0,0
961,by,0,prep,1,0,0,0,0
962,mixing,4,pcomp,0,0,0,0,0
963,stoichiometric,3,amod,0,0,0,0,0
964,amounts,1,dobj,0,0,0,0,0
965,of,0,prep,1,0,0,0,0
966,Li(COOCH3)2·2H2O,3,pobj,0,0,0,0,0
968,Co(COOCH3)2·4H2O,3,conj,0,0,0,0,0
970,Cu(NO3)2·3H2O,2,conj,0,0,0,0,0
972,and,0,cc,1,0,0,0,0
973,Mg(COOCH3)2·4H2O,1,conj,0,0,0,0,0
974,and,0,cc,1,0,0,0,0
975,dissolving,4,conj,0,0,0,0,0
976,in,0,prep,1,0,0,0,0
977,minimum,3,amod,0,0,0,0,0
978,quantity,1,pobj,0,0,0,0,0
979,of,0,prep,1,0,0,0,0
980,triple,3,amod,0,0,0,0,0
981,distilled,3,amod,0,0,0,0,0
982,water,1,pobj,0,0,0,0,0
984,The,0,det,0,0,0,0,0
985,resulting,4,amod,0,0,0,0,0
986,solution,1,nsubjpass,0,0,0,0,0
987,was,4,auxpass,1,0,0,0,0
988,concentrated,4,ROOT,0,0,0,0,0
989,by,0,prep,1,0,0,0,0
990,stirring,4,pcomp,0,0,0,0,0
991,continuously,0,advmod,0,0,0,0,0
992,at,0,prep,1,0,0,0,0
993,100,0,nummod,0,1,0,0,0
994,°C,1,compound,0,0,0,0,0
996,Thus,0,advmod,0,0,0,0,0
997,concentrated,3,amod,0,0,0,0,0
998,solution,1,nsubjpass,0,0,0,0,0
999,was,4,auxpass,1,0,0,0,0
1000,transferred,4,ROOT,0,0,0,0,0
1001,to,0,prep,1,0,0,0,0
1002,a,0,det,1,0,0,0,0
1003,silica,1,compound,0,0,0,0,0
1004,crucible,1,pobj,0,0,0,0,0
1005,and,0,cc,1,0,0,0,0
1006,placed,4,conj,0,0,0,0,0
1007,at,0,prep,1,0,0,0,0
1008,the,0,det,1,0,0,0,0
1009,centre,1,pobj,0,0,0,0,0
1010,of,0,prep,1,0,0,0,0
1011,the,0,det,1,0,0,0,0
1012,rotating,4,amod,0,0,0,0,0
1013,plate,1,pobj,0,0,0,0,0
1014,of,0,prep,1,0,0,0,0
1015,a,0,det,1,0,0,0,0
1016,microwave,1,compound,0,0,0,0,0
1017,oven,1,pobj,0,0,0,0,0
1019,Kenstar,2,nmod,0,0,0,0,0
1021,India,2,conj,0,0,0,0,0
1022,2450,0,nummod,0,1,0,0,0
1023,MHz,1,appos,0,0,0,0,0
1025,800,0,nummod,0,1,0,0,0
1026,W,2,appos,0,0,0,0,0
1029,The,0,det,0,0,0,0,0
1030,solution,1,nsubjpass,0,0,0,0,0
1031,was,4,auxpass,1,0,0,0,0
1032,irradiated,4,ROOT,0,0,0,0,0
1033,at,0,prep,1,0,0,0,0
1034,100,0,nummod,0,1,0,0,0
1036,power,1,pobj,0,0,0,0,0
1037,for,0,prep,1,0,0,0,0
1038,15−25,0,nummod,0,0,0,0,0
1039,minutes,1,pobj,0,0,0,0,0
1041,During,0,prep,0,0,0,0,0
1042,the,0,det,1,0,0,0,0
1043,reaction,1,pobj,0,0,0,0,0
1045,the,0,det,1,0,0,0,0
1046,acetates,1,nsubjpass,0,0,0,0,0
1047,and,0,cc,1,0,0,0,0
1048,nitrates,1,conj,0,0,0,0,0
1049,were,4,auxpass,1,0,0,0,0
1050,quickly,0,advmod,0,0,0,0,0
1051,burnt,4,ROOT,0,0,0,0,0
1052,and,0,cc,1,0,0,0,0
1053,a,0,det,1,0,0,0,0
1054,red,3,amod,0,0,0,0,0
1055,glow,1,nsubj,0,0,0,0,0
1056,appears,4,conj,0,0,0,0,0
1057,inside,0,prep,0,0,0,0,0
1058,the,0,det,1,0,0,0,0
1059,silica,1,pobj,0,0,0,0,0
1060,crucible,1,oprd,0,0,0,0,0
1061,throughout,0,prep,1,0,0,0,0
1062,the,0,det,1,0,0,0,0
1063,reaction,1,pobj,0,0,0,0,0
1065,After,0,prep,0,0,0,0,0
1066,irradiation,1,pobj,0,0,0,0,0
1067,the,0,det,1,0,0,0,0
1068,product,1,nsubj,0,0,0,0,0
1069,was,4,ROOT,1,0,0,0,0
1070,ground,4,attr,0,0,0,0,0
1071,for,0,prep,1,0,0,0,0
1072,few,3,amod,1,0,0,0,0
1073,hours,1,pobj,0,0,0,0,0
1074,to,0,aux,1,0,0,0,0
1075,obtain,4,advcl,0,0,0,0,0
1076,phase,1,nmod,0,0,0,0,0
1077,pure,3,amod,0,0,0,0,0
1078,LiMgxCuyCo1−x−yO2,2,dobj,0,0,0,0,0
